sensor_image,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz
image_1.png,0,0,0.500452759,11.74568459,-16.23042396,0,0.553919118,-2.221697177,0,0,0,2.493524755
image_2.png,0,0,0.500652283,-12.01519734,-17.36347139,0,-0.768300659,-2.248009432,0,0,0,4.366500082
image_3.png,0,0,0.502775428,-5.854285006,-6.067152126,0,3.24323876,-2.984397765,0,0,0,1.287173585
image_4.png,0,0,0.503799116,0.421810582,-19.5857537,0,0.716320584,-1.563452375,0,0,0,3.344009593
image_5.png,0,0,0.504041175,-7.991809183,11.59892263,0,-2.191477955,-1.500381536,0,0,0,-1.90727389
image_6.png,0,0,0.504217399,4.983900974,6.041777728,0,2.587094181,2.903705387,0,0,0,-1.196978284
image_7.png,0,0,0.504241664,5.91243244,-10.95997697,0,0.363720769,-4.942144677,0,0,0,-1.734110832
image_8.png,0,0,0.504860754,-11.32285132,21.08976085,0,0.973511968,2.481931425,0,0,0,0.538578968
image_9.png,0,0,0.506120608,-5.80740718,-15.47883374,0,-0.576900625,-3.265039344,0,0,0,-1.306156408
image_10.png,0,0,0.506282612,-13.6602622,5.063772633,0,-4.058164668,-2.457690324,0,0,0,-1.659879693
image_11.png,0,0,0.507321814,12.16476575,-3.512241794,0,2.248177021,2.164842759,0,0,0,3.22737734
image_12.png,0,0,0.508321483,-20.75748091,0.066687183,0,0.881225,-4.176155133,0,0,0,2.583827718
image_13.png,0,0,0.508671347,-21.29615354,-0.859889363,0,4.583556823,0.96103812,0,0,0,-0.918134929
image_14.png,0,0,0.50884224,19.72829839,-11.22780955,0,-2.145283016,1.008215013,0,0,0,2.580635747
image_15.png,0,0,0.51126498,10.79265357,3.640216104,0,-0.553183584,-4.909718063,0,0,0,-3.785037601
image_16.png,0,0,0.512221773,2.749847243,-20.89313992,0,-2.213800716,2.477522511,0,0,0,0.778142916
image_17.png,0,0,0.512545543,-10.89139334,8.801733866,0,0.519791251,-1.921219292,0,0,0,-1.041656041
image_18.png,0,0,0.512943663,-13.47972393,-11.97415629,0,-2.132448326,1.256615144,0,0,0,3.00266749
image_19.png,0,0,0.514010549,18.43313518,17.17683896,0,2.021497971,3.615599186,0,0,0,-0.357588105
image_20.png,0,0,0.516110554,-5.213685264,20.96071948,0,2.032510464,2.803339449,0,0,0,-0.938416225
image_21.png,0,0,0.516168943,-15.64143854,7.444569826,0,-0.533953177,-1.29955741,0,0,0,-0.442106996
image_22.png,0,0,0.517327151,13.5250724,13.89966795,0,4.395439672,1.136175893,0,0,0,1.808481425
image_23.png,0,0,0.518717328,1.641983183,-3.851978342,0,3.977924381,1.93761573,0,0,0,3.25066495
image_24.png,0,0,0.522174066,-23.26807129,4.19048349,0,1.533072174,1.298325873,0,0,0,-4.437054336
image_25.png,0,0,0.522448057,11.88092117,5.485998651,0,-0.128256661,1.80884742,0,0,0,-0.373650017
image_26.png,0,0,0.522485582,-10.81195799,-1.627338465,0,-1.941969222,-3.967762204,0,0,0,-2.547164836
image_27.png,0,0,0.524466717,20.72568093,8.777053463,0,-0.470669043,1.969695301,0,0,0,2.456185562
image_28.png,0,0,0.529299692,-7.980173223,-1.186027752,0,-3.656283405,-3.252728328,0,0,0,-4.505871581
image_29.png,0,0,0.530840236,14.64385307,12.38979608,0,4.384845251,-1.899277404,0,0,0,2.391558461
image_30.png,0,0,0.531216322,-4.737458071,-9.424234857,0,4.268702437,-2.014665687,0,0,0,-2.960164213
image_31.png,0,0,0.533314428,-3.388274754,3.683151132,0,0.046022943,-4.650192392,0,0,0,-3.111324127
image_32.png,0,0,0.537539941,-10.11124453,-2.87300712,0,-3.375124804,0.681974018,0,0,0,1.623105289
image_33.png,0,0,0.537859696,-11.50409357,12.54446212,0,2.786949321,-0.74354137,0,0,0,0.890489191
image_34.png,0,0,0.53886436,6.913708072,13.82808363,0,2.858843119,3.924831513,0,0,0,-1.81630639
image_35.png,0,0,0.539854573,2.631148613,7.970596551,0,-1.113630049,-4.432952741,0,0,0,4.43754615
image_36.png,0,0,0.542749616,10.577362,17.56860448,0,-3.220130157,-2.862252135,0,0,0,0.517525506
image_37.png,0,0,0.544090694,7.247578726,-23.52525778,0,3.065048323,1.316914441,0,0,0,-2.08402457
image_38.png,0,0,0.545573984,-5.0392082,13.70876441,0,-4.326890869,-0.800920415,0,0,0,2.865154989
image_39.png,0,0,0.546521257,7.783036741,18.40432769,0,0.413549393,-2.834889261,0,0,0,3.080717931
image_40.png,0,0,0.546726139,17.33409001,17.25619039,0,-1.237670802,4.559481065,0,0,0,-3.581985489
image_41.png,0,0,0.548230724,11.21161732,9.339820903,0,-2.421400005,0.898654232,0,0,0,3.976406865
image_42.png,0,0,0.548975079,0.563774212,6.519976937,0,0.246107899,-4.466302042,0,0,0,-0.064687943
image_43.png,0,0,0.549314756,-16.52906396,-18.32285832,0,2.697409997,3.387570161,0,0,0,-3.784942464
image_44.png,0,0,0.549873455,-20.74361067,6.794797866,0,4.764452638,-1.174587729,0,0,0,-0.401919468
image_45.png,0,0,0.550511299,-12.14156305,-3.527478142,0,-2.594462818,-1.684198039,0,0,0,4.072056405
image_46.png,0,0,0.551296459,-21.59192944,-2.11122555,0,3.180635407,-3.102033544,0,0,0,0.196826543
image_47.png,0,0,0.551828487,15.64829399,12.94469842,0,0.217472728,3.229888591,0,0,0,-2.63139691
image_48.png,0,0,0.551898918,13.4224561,-12.93873263,0,-0.471936743,-4.242813683,0,0,0,-1.980937798
image_49.png,0,0,0.555003401,8.711512085,-2.863912026,0,-4.209923808,1.109394803,0,0,0,2.039048281
image_50.png,0,0,0.557018509,11.92720718,5.050484488,0,2.664971399,2.465437793,0,0,0,1.90591422
image_51.png,0,0,0.55908844,-5.318461432,0.785980841,0,1.997735202,-4.121230329,0,0,0,1.653250466
image_52.png,0,0,0.560783363,-7.034859867,-9.998000279,0,2.528630791,-1.234418775,0,0,0,3.842509218
image_53.png,0,0,0.562332125,2.439572126,-16.54055365,0,4.251391925,-0.458403471,0,0,0,-2.056084513
image_54.png,0,0,0.564116108,18.91750487,10.83467021,0,4.6790778,-1.569745109,0,0,0,-2.20867837
image_55.png,0,0,0.564857998,16.84712348,3.713830738,0,4.325828753,-0.519132343,0,0,0,1.724690364
image_56.png,0,0,0.56572531,-10.46765104,-19.78485599,0,-0.96456392,-4.39202772,0,0,0,4.510146351
image_57.png,0,0,0.565879611,-1.461004715,-22.78929078,0,-3.003600733,1.565982323,0,0,0,-4.458563578
image_58.png,0,0,0.56677835,-8.063508197,-16.28192023,0,-0.700152127,-2.5340991,0,0,0,-3.108236791
image_59.png,0,0,0.567212865,-14.0333748,-14.58110478,0,4.295209492,-0.842694696,0,0,0,3.941281636
image_60.png,0,0,0.567612408,4.636074351,-22.49200358,0,-3.693228668,2.173631389,0,0,0,3.60309264
image_61.png,0,0,0.568814376,-9.689548417,9.631936625,0,-1.053631954,1.269966072,0,0,0,-4.29015994
image_62.png,0,0,0.56897098,13.7143138,11.44744571,0,1.188831484,-4.505421115,0,0,0,-4.201339415
image_63.png,0,0,0.56902198,-8.519820865,-20.05574374,0,3.871604544,2.672883644,0,0,0,4.878171017
image_64.png,0,0,0.569699333,-13.44194012,-9.961127448,0,-0.19196003,-0.550994211,0,0,0,-3.221597188
image_65.png,0,0,0.569736783,9.59113491,4.52616777,0,2.600825608,-4.252552728,0,0,0,-1.025202468
image_66.png,0,0,0.570327476,-11.73734761,6.89174015,0,-0.514952773,0.365124046,0,0,0,-4.451580468
image_67.png,0,0,0.570459298,-8.952152737,14.30566281,0,0.815837798,2.109428068,0,0,0,-3.511345574
image_68.png,0,0,0.571465676,0.903337892,-6.911248955,0,-0.334088345,0.691919262,0,0,0,2.192215319
image_69.png,0,0,0.571675223,-10.89507223,-18.49572615,0,3.783799734,-0.892841376,0,0,0,-0.961158003
image_70.png,0,0,0.571675552,5.759040649,-2.110618644,0,-4.85043568,1.087617281,0,0,0,-0.382547122
image_71.png,0,0,0.571985201,7.977227729,4.845671317,0,1.520051146,4.157093639,0,0,0,0.624352494
image_72.png,0,0,0.572406354,-9.837046102,1.319353561,0,1.181808455,-2.827394003,0,0,0,-1.259096808
image_73.png,0,0,0.573022008,4.49824065,21.88868716,0,2.322677571,0.719315895,0,0,0,4.846556553
image_74.png,0,0,0.574194326,2.354694525,-11.28615941,0,-4.298965398,1.580290646,0,0,0,3.972910503
image_75.png,0,0,0.574480205,-21.921955,4.203683751,0,-0.803986135,2.429804797,0,0,0,-0.971100275
image_76.png,0,0,0.575280827,1.408427967,18.85120467,0,-1.643034094,0.454792182,0,0,0,2.401870225
image_77.png,0,0,0.57638308,5.196863446,6.291716148,0,1.476898998,3.163378637,0,0,0,-4.430156751
image_78.png,0,0,0.576607028,-21.27796787,12.89734371,0,-2.575769259,3.668052701,0,0,0,-2.343564375
image_79.png,0,0,0.577993852,-8.403111757,-12.6793695,0,-0.822117111,2.830964296,0,0,0,-0.82812177
