sensor_image,x,y,z,Rx,Ry,Rz,dx,dy,dz,dRx,dRy,dRz
image_1.png,0.0,0.0,3.993071925158795,22.165536314747563,-1.1928020912614217,0.0,-1.6622612545143345,-1.8261902662127487,0.0,0.0,0.0,0.9871670465414984
image_2.png,0.0,0.0,2.1832601139200114,-12.712533710844896,3.969896635195768,0.0,3.604122130172953,1.8396093309315864,0.0,0.0,0.0,1.637428433252669
image_3.png,0.0,0.0,2.18286624478841,21.23127043076752,11.69454578794975,0.0,-0.5173062455327415,-2.918915534721456,0.0,0.0,0.0,2.782825497268297
image_4.png,0.0,0.0,4.521965473849347,-19.588997175788105,-5.924368832400602,0.0,-3.867414521656527,0.8170793719672189,0.0,0.0,0.0,1.8849773151155529
image_5.png,0.0,0.0,3.7582350137716487,13.615918068537818,-14.161657242832929,0.0,-0.0477664328723966,-0.920946204032434,0.0,0.0,0.0,1.7703142733587751
image_6.png,0.0,0.0,4.094060781130191,18.13373636171596,0.6188388734506595,0.0,1.5032233912155597,-1.9686267939091284,0.0,0.0,0.0,3.939990004822686
image_7.png,0.0,0.0,4.737491524251382,-24.74475311896021,-3.274298011748148,0.0,-2.3582804547232907,0.137973073810234,0.0,0.0,0.0,2.4144272259689186
image_8.png,0.0,0.0,3.5147281199538734,-13.586324105224303,-12.372106905531275,0.0,0.8967524956351167,1.0473418740627596,0.0,0.0,0.0,3.6470778941351663
image_9.png,0.0,0.0,4.506313542422283,15.790321410991378,17.749396936576037,0.0,3.900075577097424,2.387549789513057,0.0,0.0,0.0,3.7579872067477855
image_10.png,0.0,0.0,4.667599676297398,-22.40999938946401,5.813712253239117,0.0,-4.586657056170368,1.0963031021563332,0.0,0.0,0.0,4.762877027775399
image_11.png,0.0,0.0,1.4839386711834246,2.006393017723459,8.315291413756329,0.0,2.1171531875546035,-0.2222264001382742,0.0,0.0,0.0,0.5101417274506641
image_12.png,0.0,0.0,4.165333236116412,14.519975466518227,14.81452715786668,0.0,4.167679750402868,-1.4753706404015712,0.0,0.0,0.0,4.60314671428551
image_13.png,0.0,0.0,4.6449623811520375,-0.6685163273304245,-4.955786240986365,0.0,2.919572396076748,-2.512359186882751,0.0,0.0,0.0,1.1701888032045735
image_15.png,0.0,0.0,3.4555975953658704,7.960208097055887,22.40717148613028,0.0,0.4153203221373112,3.0503562091604275,0.0,0.0,0.0,2.844698991375106
image_16.png,0.0,0.0,2.284561838276084,5.646206855947077,-12.746187701965328,0.0,2.4841609958594715,4.185425205227232,0.0,0.0,0.0,3.748919085800362
image_17.png,0.0,0.0,1.325458362167458,-9.602868151276088,4.137702030158707,0.0,-0.2671557530438562,0.5233686801032763,0.0,0.0,0.0,4.315170538438099
image_18.png,0.0,0.0,4.075734426338967,0.6358165435432889,23.13532065999912,0.0,3.3454502941686823,-0.7553452347483863,0.0,0.0,0.0,4.667018695579545
image_19.png,0.0,0.0,4.542478028583432,-17.95514674962608,-9.19563711621653,0.0,-0.3130389648276865,4.413808832245239,0.0,0.0,0.0,0.2003508771120561
image_20.png,0.0,0.0,3.777506004962658,21.8368519414744,8.49771420320876,0.0,3.5425850832991523,1.783110532232446,0.0,0.0,0.0,3.985928515234229
image_23.png,0.0,0.0,1.79769981818889,5.762764426214623,-23.14482905567503,0.0,4.488374655437188,-1.5146056937522492,0.0,0.0,0.0,2.750476080027213
image_24.png,0.0,0.0,4.362810312524962,17.34318591193682,-12.098268283943971,0.0,3.5442472889781165,-0.0986258720725234,0.0,0.0,0.0,2.0761055234765093
image_27.png,0.0,0.0,3.410973004502419,6.633129195062077,0.9298001208720004,0.0,3.6222761847176623,-3.4219136037711166,0.0,0.0,0.0,3.713635184748455
image_28.png,0.0,0.0,2.693867619310137,-11.045164578895646,13.04756932457502,0.0,-4.4367874336866135,-0.8583840387317468,0.0,0.0,0.0,2.035051308696952
image_29.png,0.0,0.0,4.435728370112438,20.37538338956393,8.50311501181968,0.0,2.0212132463801686,-0.3688887143811037,0.0,0.0,0.0,1.733331859131935
